name,type,count,mean,min,max,stddev,variance
agg_tok_total,count,300,33562.695459,32150.000000,34250.000000,175.047942,30641.782053
agg_tok_prompt,count,300,14650.000000,14650.000000,14650.000000,0.000000,0.000000
agg_tok_completion,count,300,18912.695459,17500.000000,19600.000000,175.047942,30641.782053
agg_da_load,count,300,5.403627,5.000000,5.600000,0.050014,0.002501
agg_lessons_archived,count,300,4.896915,4.750000,5.000000,0.018117,0.000328
