name,type,count,mean,min,max,stddev,variance
agg_tok_total,count,300,140148.860855,136650.000000,140532.616487,502.963021,252971.800048
agg_tok_prompt,count,300,64900.000000,64900.000000,64900.000000,0.000000,0.000000
agg_tok_completion,count,300,75248.860855,71750.000000,75632.616487,502.963021,252971.800048
agg_da_load,count,300,21.499675,20.500000,21.609319,0.143704,0.020651
agg_lessons_archived,count,300,19.517518,19.000000,19.666667,0.045974,0.002114
