name,type,count,mean,min,max,stddev,variance
agg_tok_total,count,300,24307.254548,23500.000000,24700.000000,100.027396,10005.479854
agg_tok_prompt,count,300,13500.000000,13500.000000,13500.000000,0.000000,0.000000
agg_tok_completion,count,300,10807.254548,10000.000000,11200.000000,100.027396,10005.479854
agg_da_load,count,300,5.403627,5.000000,5.600000,0.050014,0.002501
agg_lessons_archived,count,300,4.896915,4.750000,5.000000,0.018117,0.000328
