name,type,count,mean,min,max,stddev,variance
agg_tok_total,count,300,181748.860855,178250.000000,182132.616487,502.963021,252971.800048
agg_tok_prompt,count,300,106500.000000,106500.000000,106500.000000,0.000000,0.000000
agg_tok_completion,count,300,75248.860855,71750.000000,75632.616487,502.963021,252971.800048
agg_da_load,count,300,21.499675,20.500000,21.609319,0.143704,0.020651
agg_lessons_archived,count,300,19.517518,19.000000,19.666667,0.045974,0.002114
