name,type,count,mean,min,max,stddev,variance
agg_tok_total,count,300,149499.349060,147500.000000,149718.637993,287.407440,82603.036750
agg_tok_prompt,count,300,106500.000000,106500.000000,106500.000000,0.000000,0.000000
agg_tok_completion,count,300,42999.349060,41000.000000,43218.637993,287.407440,82603.036750
agg_da_load,count,300,21.499675,20.500000,21.609319,0.143704,0.020651
agg_lessons_archived,count,300,19.517518,19.000000,19.666667,0.045974,0.002114
