name,type,count,mean,min,max,stddev,variance
agg_out_archived,count,200,0.951606,0.750000,1.000000,0.031187,0.000973
agg_out_blocked,count,200,0.048394,0.000000,0.250000,0.031187,0.000973
agg_out_aborted,count,200,0.000000,0.000000,0.000000,0.000000,0.000000
agg_da_load,count,200,1.388074,1.000000,1.666667,0.088843,0.007893
agg_da_iters_gate,count,200,1.388074,1.000000,1.666667,0.088843,0.007893
