name,type,count,mean,min,max,stddev,variance
agg_out_archived,count,200,0.953949,0.750000,1.000000,0.031684,0.001004
agg_out_blocked,count,200,0.046051,0.000000,0.250000,0.031684,0.001004
agg_out_aborted,count,200,0.000000,0.000000,0.000000,0.000000,0.000000
agg_da_load,count,200,1.222936,1.000000,1.300000,0.072625,0.005274
agg_da_iters_gate,count,200,1.222936,1.000000,1.300000,0.072625,0.005274
