name,type,count,mean,min,max,stddev,variance
agg_out_archived,count,200,0.943940,0.750000,1.000000,0.028943,0.000838
agg_out_blocked,count,200,0.056060,0.000000,0.250000,0.028943,0.000838
agg_out_aborted,count,200,0.000000,0.000000,0.000000,0.000000,0.000000
agg_da_load,count,200,1.706485,1.450000,3.000000,0.172060,0.029605
agg_da_iters_gate,count,200,1.706485,1.450000,3.000000,0.172060,0.029605
