name,type,count,mean,min,max,stddev,variance
agg_out_archived,count,500,0.942887,0.750000,1.000000,0.018761,0.000352
agg_out_blocked,count,500,0.057113,0.000000,0.250000,0.018761,0.000352
agg_out_aborted,count,500,0.000000,0.000000,0.000000,0.000000,0.000000
agg_da_load,count,500,1.792354,1.450000,3.000000,0.135868,0.018460
agg_da_iters_gate,count,500,1.792354,1.450000,3.000000,0.135868,0.018460
