name,type,count,mean,min,max,stddev,variance
agg_tok_total,count,300,57269.150649,55750.000000,57418.789809,200.134831,40053.950537
agg_tok_prompt,count,300,35750.000000,35750.000000,35750.000000,0.000000,0.000000
agg_tok_completion,count,300,21519.150649,20000.000000,21668.789809,200.134831,40053.950537
agg_da_load,count,300,10.759575,10.000000,10.834395,0.100067,0.010013
agg_lessons_archived,count,300,9.758054,9.692308,10.000000,0.031099,0.000967
