name,type,count,mean,min,max,stddev,variance
agg_tok_total,count,300,85408.513636,82750.000000,85670.382166,350.235954,122665.223521
agg_tok_prompt,count,300,47750.000000,47750.000000,47750.000000,0.000000,0.000000
agg_tok_completion,count,300,37658.513636,35000.000000,37920.382166,350.235954,122665.223521
agg_da_load,count,300,10.759575,10.000000,10.834395,0.100067,0.010013
agg_lessons_archived,count,300,9.758054,9.692308,10.000000,0.031099,0.000967
